GO-LABEL	PROTEIN	GO-LABEL-TYPE
GO:0000976	NFYB	molecular_function
GO:0000976	NFYC	molecular_function
GO:0000976	AHR	molecular_function
GO:0000976	HAND1	molecular_function
GO:0000976	DLX5	molecular_function
GO:0000976	NKX3-1	molecular_function
GO:0000976	TAF2	molecular_function
GO:0000976	TAF7	molecular_function
GO:0000976	TAF9	molecular_function
GO:0000976	FOXH1	molecular_function
GO:0000976	TAL1	molecular_function
GO:0000976	NONO	molecular_function
GO:0000976	FOXC1	molecular_function
GO:0000976	FOXI1	molecular_function
GO:0000976	CREB3L2	molecular_function
GO:0000976	TBP	molecular_function
GO:0000976	SOX6	molecular_function
GO:0000976	CARM1	molecular_function
GO:0000976	ATMIN	molecular_function
GO:0000976	FOXO3	molecular_function
GO:0000976	TFEB	molecular_function
GO:0000976	KLF11	molecular_function
GO:0000976	HNF1A	molecular_function
GO:0000976	TCF7	molecular_function
GO:0000976	SFPQ	molecular_function
GO:0000976	TCF7L2	molecular_function
GO:0000976	TCF12	molecular_function
GO:0000976	HDAC5	molecular_function
GO:0000976	ARID4A	molecular_function
GO:0000976	KDM5A	molecular_function
GO:0000976	MAFK	molecular_function
GO:0000976	RBBP5	molecular_function
GO:0000976	FOS	molecular_function
GO:0000976	TBX21	molecular_function
GO:0000976	SOX17	molecular_function
GO:0000976	WT1	molecular_function
GO:0000976	POU2F2	molecular_function
GO:0000976	NR1H3	molecular_function
GO:0000976	RELA	molecular_function
GO:0000976	POU5F1	molecular_function
GO:0000976	CBX4	molecular_function
GO:0000976	REST	molecular_function
GO:0000976	PPARG	molecular_function
GO:0000976	RUNX1	molecular_function
GO:0000976	SIX1	molecular_function
GO:0000976	XRCC5	molecular_function
GO:0000976	NR1D1	molecular_function
GO:0000976	TBL1XR1	molecular_function
GO:0000976	YY1	molecular_function
GO:0000976	TFAM	molecular_function
GO:0000976	TFAP2A	molecular_function
GO:0000976	SUV39H2	molecular_function
GO:0000976	ASH2L	molecular_function
GO:0000976	AR	molecular_function
GO:0000976	TFAP4	molecular_function
GO:0000976	CREB3L1	molecular_function
GO:0000976	CRY2	molecular_function
GO:0000976	HINFP	molecular_function
GO:0000976	CCNT1	molecular_function
GO:0000976	MSX2	molecular_function
GO:0000976	NCOR1	molecular_function
GO:0000976	ATF6	molecular_function
GO:0000976	KMT2D	molecular_function
GO:0000976	THRA	molecular_function
GO:0000976	HMGA2	molecular_function
GO:0000976	KLF1	molecular_function
GO:0000976	EGR1	molecular_function
GO:0000976	NKX2-1	molecular_function
GO:0000976	CTCF	molecular_function
GO:0000976	NR5A2	molecular_function
GO:0000976	SMARCA2	molecular_function
GO:0000976	NKX2-5	molecular_function
GO:0000976	CDK5RAP2	molecular_function
GO:0000976	ATF3	molecular_function
GO:0000976	ATF4	molecular_function
GO:0000976	PAX2	molecular_function
GO:0000976	TNF	molecular_function
GO:0000976	PAX6	molecular_function
GO:0000976	SNCA	molecular_function
GO:0000976	PRDM16	molecular_function
GO:0000976	XRCC6	molecular_function
GO:0000976	TP53	molecular_function
GO:0000976	GABPA	molecular_function
GO:0000976	SMAD3	molecular_function
GO:0000976	TP73	molecular_function
GO:0000976	SMAD6	molecular_function
GO:0000976	PROX1	molecular_function
GO:0000977	SP1	molecular_function
GO:0000977	NR2C2	molecular_function
GO:0000977	SP3	molecular_function
GO:0000977	HIF1A	molecular_function
GO:0000977	CDX1	molecular_function
GO:0000977	CDX2	molecular_function
GO:0000977	MSC	molecular_function
GO:0000977	CEBPB	molecular_function
GO:0000977	RPS3	molecular_function
GO:0000977	MYOD1	molecular_function
GO:0000977	MYOG	molecular_function
GO:0000977	NANOG	molecular_function
GO:0000977	MAX	molecular_function
GO:0000977	PEG3	molecular_function
GO:0000977	GATA1	molecular_function
GO:0000977	SREBF1	molecular_function
GO:0000977	DACH1	molecular_function
GO:0000977	GATA4	molecular_function
GO:0000977	ETV5	molecular_function
GO:0000977	ETV6	molecular_function
GO:0000977	IRF2	molecular_function
GO:0000977	GBX2	molecular_function
GO:0000977	ACTN4	molecular_function
GO:0000977	BCOR	molecular_function
GO:0000977	MEF2A	molecular_function
GO:0000977	MEF2C	molecular_function
GO:0000977	MEF2D	molecular_function
GO:0000977	RXRA	molecular_function
GO:0000977	RXRB	molecular_function
GO:0000977	CIC	molecular_function
GO:0000977	PRDM2	molecular_function
GO:0000977	STAT6	molecular_function
GO:0000977	TWIST1	molecular_function
GO:0000977	HOXB8	molecular_function
GO:0000977	KAT2B	molecular_function
GO:0000977	HOXC8	molecular_function
GO:0000977	NR1I2	molecular_function
GO:0000977	HOXC10	molecular_function
GO:0000977	SATB1	molecular_function
GO:0000977	GLI1	molecular_function
GO:0000977	NFIL3	molecular_function
GO:0000977	GLI3	molecular_function
GO:0000977	NFKB1	molecular_function
GO:0000977	NFX1	molecular_function
GO:0000977	HAND1	molecular_function
GO:0000977	NME1	molecular_function
GO:0000977	HSF2	molecular_function
GO:0000977	MNT	molecular_function
GO:0000977	NR1I3	molecular_function
GO:0000977	NR1H4	molecular_function
GO:0000977	CREB3	molecular_function
GO:0000977	FOXC1	molecular_function
GO:0000977	FOXM1	molecular_function
GO:0000977	SATB2	molecular_function
GO:0000977	RARA	molecular_function
GO:0000977	LHX4	molecular_function
GO:0000977	RB1	molecular_function
GO:0000977	RBL1	molecular_function
GO:0000977	RBL2	molecular_function
GO:0000977	HMX3	molecular_function
GO:0000977	FOSL2	molecular_function
GO:0000977	ZBTB4	molecular_function
GO:0000977	AIRE	molecular_function
GO:0000977	XBP1	molecular_function
GO:0000977	E2F2	molecular_function
GO:0000977	E2F3	molecular_function
GO:0000977	RELA	molecular_function
GO:0000977	E2F6	molecular_function
GO:0000977	E4F1	molecular_function
GO:0000977	LHX3	molecular_function
GO:0000977	HIF3A	molecular_function
GO:0000977	NR3C1	molecular_function
GO:0000977	RUNX1	molecular_function
GO:0000977	RUNX3	molecular_function
GO:0000977	NR1D1	molecular_function
GO:0000977	RFX5	molecular_function
GO:0000977	ATF2	molecular_function
GO:0000977	TFAP2A	molecular_function
GO:0000977	TFAP2B	molecular_function
GO:0000977	CREM	molecular_function
GO:0000977	TFAP2C	molecular_function
GO:0000977	TFDP1	molecular_function
GO:0000977	TFDP2	molecular_function
GO:0000977	CRX	molecular_function
GO:0000977	ZNF10	molecular_function
GO:0000977	HINFP	molecular_function
GO:0000977	MSX1	molecular_function
GO:0000977	MSX2	molecular_function
GO:0000977	LHX1	molecular_function
GO:0000977	NCOR2	molecular_function
GO:0000977	ATF6	molecular_function
GO:0000977	PHOX2A	molecular_function
GO:0000977	EGR1	molecular_function
GO:0000977	NKX2-1	molecular_function
GO:0000977	ASCL1	molecular_function
GO:0000977	BARHL1	molecular_function
GO:0000977	RFXANK	molecular_function
GO:0000977	SNAI2	molecular_function
GO:0000977	NCOA1	molecular_function
GO:0000977	RORA	molecular_function
GO:0000977	ATF1	molecular_function
GO:0000977	ATF3	molecular_function
GO:0000977	ATF4	molecular_function
GO:0000977	NR5A1	molecular_function
GO:0000977	SNAI1	molecular_function
GO:0000977	CDC5L	molecular_function
GO:0000977	PBX1	molecular_function
GO:0000977	ENO1	molecular_function
GO:0000977	LEF1	molecular_function
GO:0000977	EP300	molecular_function
GO:0000977	EPAS1	molecular_function
GO:0000977	CUX1	molecular_function
GO:0000977	MXI1	molecular_function
GO:0000978	MAFG	molecular_function
GO:0000978	NRIP1	molecular_function
GO:0000978	NR2F6	molecular_function
GO:0000978	ERG	molecular_function
GO:0000978	ESR1	molecular_function
GO:0000978	ESR2	molecular_function
GO:0000978	ESRRA	molecular_function
GO:0000978	MAZ	molecular_function
GO:0000978	NANOG	molecular_function
GO:0000978	ESRRG	molecular_function
GO:0000978	ETS1	molecular_function
GO:0000978	ETS2	molecular_function
GO:0000978	ETV1	molecular_function
GO:0000978	ETV4	molecular_function
GO:0000978	ETV6	molecular_function
GO:0000978	JDP2	molecular_function
GO:0000978	MECOM	molecular_function
GO:0000978	KLF3	molecular_function
GO:0000978	IKZF1	molecular_function
GO:0000978	EZH2	molecular_function
GO:0000978	KCNIP3	molecular_function
GO:0000978	MEF2A	molecular_function
GO:0000978	MEF2C	molecular_function
GO:0000978	MEF2D	molecular_function
GO:0000978	RXRA	molecular_function
GO:0000978	RXRB	molecular_function
GO:0000978	MEIS2	molecular_function
GO:0000978	RXRG	molecular_function
GO:0000978	KLF2	molecular_function
GO:0000978	GFI1B	molecular_function
GO:0000978	IRF9	molecular_function
GO:0000978	SAFB	molecular_function
GO:0000978	SATB1	molecular_function
GO:0000978	YAP1	molecular_function
GO:0000978	MITF	molecular_function
GO:0000978	NLRC5	molecular_function
GO:0000978	HES6	molecular_function
GO:0000978	FOXO4	molecular_function
GO:0000978	NR3C2	molecular_function
GO:0000978	BATF3	molecular_function
GO:0000978	MNT	molecular_function
GO:0000978	FOXC1	molecular_function
GO:0000978	CREB3	molecular_function
GO:0000978	FOXI1	molecular_function
GO:0000978	FOXE3	molecular_function
GO:0000978	SOX6	molecular_function
GO:0000978	NCOA2	molecular_function
GO:0000978	FOXO1	molecular_function
GO:0000978	FOXO3	molecular_function
GO:0000978	FLI1	molecular_function
GO:0000978	KLF11	molecular_function
GO:0000978	TEAD2	molecular_function
GO:0000978	IKZF3	molecular_function
GO:0000978	BATF	molecular_function
GO:0000978	FOS	molecular_function
GO:0000978	FOSB	molecular_function
GO:0000978	FOSL2	molecular_function
GO:0000978	ZNF652	molecular_function
GO:0000978	ZBTB4	molecular_function
GO:0000978	GCM1	molecular_function
GO:0000978	HBP1	molecular_function
GO:0000978	APP	molecular_function
GO:0000978	SIX1	molecular_function
GO:0000978	SIX3	molecular_function
GO:0000978	SKI	molecular_function
GO:0000978	SKIL	molecular_function
GO:0000978	ZNF692	molecular_function
GO:0000978	AR	molecular_function
GO:0000978	MXD4	molecular_function
GO:0000978	ATF6	molecular_function
GO:0000978	ARNT	molecular_function
GO:0000978	DACH2	molecular_function
GO:0000978	KLF1	molecular_function
GO:0000978	KLF13	molecular_function
GO:0000978	MTF1	molecular_function
GO:0000978	CTCF	molecular_function
GO:0000978	ASCL1	molecular_function
GO:0000978	TP63	molecular_function
GO:0000978	ZKSCAN3	molecular_function
GO:0000978	NR5A2	molecular_function
GO:0000978	SNAI2	molecular_function
GO:0000978	ZFHX3	molecular_function
GO:0000978	FOXI2	molecular_function
GO:0000978	ATF1	molecular_function
GO:0000978	ATF3	molecular_function
GO:0000978	NR5A1	molecular_function
GO:0000978	ATF4	molecular_function
GO:0000978	ZNF420	molecular_function
GO:0000978	SNAI1	molecular_function
GO:0000978	ATOH1	molecular_function
GO:0000978	TBR1	molecular_function
GO:0000978	NFAT5	molecular_function
GO:0000978	MUC1	molecular_function
GO:0000978	PRDM16	molecular_function
GO:0000978	GABPA	molecular_function
GO:0000978	MXI1	molecular_function
GO:0000978	MYB	molecular_function
GO:0000978	MYBL1	molecular_function
GO:0000978	SP7	molecular_function
GO:0000978	MYBL2	molecular_function
GO:0000978	MYC	molecular_function
GO:0000978	MYCL	molecular_function
GO:0000978	SOX3	molecular_function
GO:0000978	SOX2	molecular_function
GO:0000978	MYCN	molecular_function
GO:0000978	SOX9	molecular_function
GO:0000978	SOX10	molecular_function
GO:0000978	SOX4	molecular_function
GO:0000978	MYF5	molecular_function
GO:0000978	MYF6	molecular_function
GO:0000978	SP1	molecular_function
GO:0000978	SP2	molecular_function
GO:0000978	DHX36	molecular_function
GO:0000978	SP3	molecular_function
GO:0000978	SP4	molecular_function
GO:0000978	SPI1	molecular_function
GO:0000978	SPIB	molecular_function
GO:0000978	MYOD1	molecular_function
GO:0000978	MYOG	molecular_function
GO:0000978	MYT1	molecular_function
GO:0000978	BACH1	molecular_function
GO:0000978	MAFA	molecular_function
GO:0000978	GATA1	molecular_function
GO:0000978	SREBF1	molecular_function
GO:0000978	SREBF2	molecular_function
GO:0000978	SRF	molecular_function
GO:0000978	GATA2	molecular_function
GO:0000978	GATA6	molecular_function
GO:0000978	GATA3	molecular_function
GO:0000978	GATA4	molecular_function
GO:0000978	SRY	molecular_function
GO:0000978	NDN	molecular_function
GO:0000978	BCL3	molecular_function
GO:0000978	BCL6	molecular_function
GO:0000978	KDM6B	molecular_function
GO:0000978	RUVBL2	molecular_function
GO:0000978	GFI1	molecular_function
GO:0000978	NKRF	molecular_function
GO:0000978	STAT1	molecular_function
GO:0000978	STAT2	molecular_function
GO:0000978	STAT3	molecular_function
GO:0000978	STAT4	molecular_function
GO:0000978	STAT5A	molecular_function
GO:0000978	STAT5B	molecular_function
GO:0000978	STAT6	molecular_function
GO:0000978	PRDM1	molecular_function
GO:0000978	NEUROD1	molecular_function
GO:0000978	NR1I2	molecular_function
GO:0000978	FOXL2	molecular_function
GO:0000978	NFATC1	molecular_function
GO:0000978	NFATC2	molecular_function
GO:0000978	NFIA	molecular_function
GO:0000978	NFATC3	molecular_function
GO:0000978	NFATC4	molecular_function
GO:0000978	NFE2	molecular_function
GO:0000978	NFE2L1	molecular_function
GO:0000978	NFE2L2	molecular_function
GO:0000978	NFIB	molecular_function
GO:0000978	NFIC	molecular_function
GO:0000978	NFIL3	molecular_function
GO:0000978	KLF5	molecular_function
GO:0000978	NFIX	molecular_function
GO:0000978	SUB1	molecular_function
GO:0000978	GLI1	molecular_function
GO:0000978	GLI2	molecular_function
GO:0000978	GLI3	molecular_function
GO:0000978	NFKB1	molecular_function
GO:0000978	NFKB2	molecular_function
GO:0000978	GLIS2	molecular_function
GO:0000978	NFYA	molecular_function
GO:0000978	NFYB	molecular_function
GO:0000978	NFYC	molecular_function
GO:0000978	KDM2B	molecular_function
GO:0000978	NKX3-1	molecular_function
GO:0000978	NKX6-1	molecular_function
GO:0000978	MGA	molecular_function
GO:0000978	TAL1	molecular_function
GO:0000978	TAL2	molecular_function
GO:0000978	TBP	molecular_function
GO:0000978	NPAS2	molecular_function
GO:0000978	ATF7	molecular_function
GO:0000978	TCF4	molecular_function
GO:0000978	TBX3	molecular_function
GO:0000978	HNF1A	molecular_function
GO:0000978	HNF1B	molecular_function
GO:0000978	TCF3	molecular_function
GO:0000978	SATB2	molecular_function
GO:0000978	TCF7	molecular_function
GO:0000978	TCF7L2	molecular_function
GO:0000978	ZEB1	molecular_function
GO:0000978	TCF12	molecular_function
GO:0000978	NRF1	molecular_function
GO:0000978	NR4A2	molecular_function
GO:0000978	SOX17	molecular_function
GO:0000978	NSD1	molecular_function
GO:0000978	HIF3A	molecular_function
GO:0000978	TEAD1	molecular_function
GO:0000978	NR3C1	molecular_function
GO:0000978	RUNX2	molecular_function
GO:0000978	RUNX1	molecular_function
GO:0000978	TEAD4	molecular_function
GO:0000978	RUNX3	molecular_function
GO:0000978	TEAD3	molecular_function
GO:0000978	TFAP2A	molecular_function
GO:0000978	TFAP2B	molecular_function
GO:0000978	TFAP2C	molecular_function
GO:0000978	TFAP4	molecular_function
GO:0000978	TFCP2	molecular_function
GO:0000978	NR2F1	molecular_function
GO:0000978	NR2F2	molecular_function
GO:0000978	SIRT1	molecular_function
GO:0000978	TGIF1	molecular_function
GO:0000978	TARDBP	molecular_function
GO:0000978	OTX1	molecular_function
GO:0000978	OTX2	molecular_function
GO:0000978	MTA1	molecular_function
GO:0000978	THRA	molecular_function
GO:0000978	THRB	molecular_function
GO:0000978	KLF10	molecular_function
GO:0000978	HEY1	molecular_function
GO:0000978	NKX2-1	molecular_function
GO:0000978	HEY2	molecular_function
GO:0000978	PAX2	molecular_function
GO:0000978	PAX3	molecular_function
GO:0000978	PAX5	molecular_function
GO:0000978	PAX6	molecular_function
GO:0000978	PAX7	molecular_function
GO:0000978	PAX9	molecular_function
GO:0000978	PBX1	molecular_function
GO:0000978	PBX3	molecular_function
GO:0000978	TOP1	molecular_function
GO:0000978	TP53	molecular_function
GO:0000978	HDAC1	molecular_function
GO:0000978	TP73	molecular_function
GO:0000978	CDK9	molecular_function
GO:0000978	WBP2	molecular_function
GO:0000978	NR2C2	molecular_function
GO:0000978	HHEX	molecular_function
GO:0000978	KLF12	molecular_function
GO:0000978	KLF8	molecular_function
GO:0000978	HIC1	molecular_function
GO:0000978	CDX1	molecular_function
GO:0000978	CDX2	molecular_function
GO:0000978	CEBPA	molecular_function
GO:0000978	CEBPB	molecular_function
GO:0000978	CEBPD	molecular_function
GO:0000978	CEBPE	molecular_function
GO:0000978	CEBPG	molecular_function
GO:0000978	MSC	molecular_function
GO:0000978	PATZ1	molecular_function
GO:0000978	BACH2	molecular_function
GO:0000978	PER1	molecular_function
GO:0000978	E2F7	molecular_function
GO:0000978	NR4A1	molecular_function
GO:0000978	FOXA1	molecular_function
GO:0000978	KLF4	molecular_function
GO:0000978	FOXA2	molecular_function
GO:0000978	HNF4A	molecular_function
GO:0000978	HNRNPU	molecular_function
GO:0000978	PGR	molecular_function
GO:0000978	TLX1	molecular_function
GO:0000978	HOXA1	molecular_function
GO:0000978	HOXA7	molecular_function
GO:0000978	HOXA9	molecular_function
GO:0000978	HOXA10	molecular_function
GO:0000978	HOXB6	molecular_function
GO:0000978	HOXB7	molecular_function
GO:0000978	HOXB9	molecular_function
GO:0000978	HOXC6	molecular_function
GO:0000978	HOXC9	molecular_function
GO:0000978	HOXC10	molecular_function
GO:0000978	WIZ	molecular_function
GO:0000978	PITX1	molecular_function
GO:0000978	PITX2	molecular_function
GO:0000978	PITX3	molecular_function
GO:0000978	PKNOX1	molecular_function
GO:0000978	PLAG1	molecular_function
GO:0000978	HAND1	molecular_function
GO:0000978	HES1	molecular_function
GO:0000978	NR1H2	molecular_function
GO:0000978	MAFF	molecular_function
GO:0000978	USF1	molecular_function
GO:0000978	USF2	molecular_function
GO:0000978	HSF1	molecular_function
GO:0000978	HSF2	molecular_function
GO:0000978	HSF4	molecular_function
GO:0000978	FOXO6	molecular_function
GO:0000978	KDM6A	molecular_function
GO:0000978	VDR	molecular_function
GO:0000978	PRRX1	molecular_function
GO:0000978	KLF6	molecular_function
GO:0000978	LITAF	molecular_function
GO:0000978	TBX21	molecular_function
GO:0000978	IRF8	molecular_function
GO:0000978	WT1	molecular_function
GO:0000978	XBP1	molecular_function
GO:0000978	POU2F1	molecular_function
GO:0000978	POU2F2	molecular_function
GO:0000978	POU3F1	molecular_function
GO:0000978	POU4F1	molecular_function
GO:0000978	POU4F2	molecular_function
GO:0000978	POU4F3	molecular_function
GO:0000978	POU5F1	molecular_function
GO:0000978	PPARA	molecular_function
GO:0000978	PPARD	molecular_function
GO:0000978	PPARG	molecular_function
GO:0000978	MED1	molecular_function
GO:0000978	NR1D1	molecular_function
GO:0000978	IFI16	molecular_function
GO:0000978	CLOCK	molecular_function
GO:0000978	YY1	molecular_function
GO:0000978	CREB1	molecular_function
GO:0000978	ATF2	molecular_function
GO:0000978	CREM	molecular_function
GO:0000978	ZIC1	molecular_function
GO:0000978	ZIC3	molecular_function
GO:0000978	NR4A3	molecular_function
GO:0000978	CRX	molecular_function
GO:0000978	HINFP	molecular_function
GO:0000978	ZNF24	molecular_function
GO:0000978	SLC2A4RG	molecular_function
GO:0000978	RBPJ	molecular_function
GO:0000978	NKX2-5	molecular_function
GO:0000978	ZNF76	molecular_function
GO:0000978	HES5	molecular_function
GO:0000978	PROX1	molecular_function
GO:0000978	BHLHE41	molecular_function
GO:0000978	MXD3	molecular_function
GO:0000978	FOXK2	molecular_function
GO:0000978	ZBTB16	molecular_function
GO:0000978	ZNF148	molecular_function
GO:0000978	ZBTB17	molecular_function
GO:0000978	HDAC4	molecular_function
GO:0000978	DACH1	molecular_function
GO:0000978	PDX1	molecular_function
GO:0000978	IRF1	molecular_function
GO:0000978	IRF2	molecular_function
GO:0000978	IRF3	molecular_function
GO:0000978	CC2D1A	molecular_function
GO:0000978	IRF4	molecular_function
GO:0000978	IRF5	molecular_function
GO:0000978	IRF7	molecular_function
GO:0000978	ISL1	molecular_function
GO:0000978	ZEB2	molecular_function
GO:0000978	DDIT3	molecular_function
GO:0000978	JUN	molecular_function
GO:0000978	JUNB	molecular_function
GO:0000978	JUND	molecular_function
GO:0000978	PAX8	molecular_function
GO:0000978	ARNT2	molecular_function
GO:0000978	MAFB	molecular_function
GO:0000978	DLX3	molecular_function
GO:0000978	DLX5	molecular_function
GO:0000978	USP3	molecular_function
GO:0000978	MEF2B	molecular_function
GO:0000978	THRAP3	molecular_function
GO:0000978	MED12	molecular_function
GO:0000978	NR1I3	molecular_function
GO:0000978	NR1H4	molecular_function
GO:0000978	NR1D2	molecular_function
GO:0000978	DNMT3A	molecular_function
GO:0000978	RAD23B	molecular_function
GO:0000978	FOXP3	molecular_function
GO:0000978	TFEB	molecular_function
GO:0000978	NR2E3	molecular_function
GO:0000978	ZBTB33	molecular_function
GO:0000978	RARA	molecular_function
GO:0000978	RARB	molecular_function
GO:0000978	RARG	molecular_function
GO:0000978	HDAC6	molecular_function
GO:0000978	HDAC5	molecular_function
GO:0000978	MAFK	molecular_function
GO:0000978	GLIS3	molecular_function
GO:0000978	E2F1	molecular_function
GO:0000978	NR1H3	molecular_function
GO:0000978	REL	molecular_function
GO:0000978	E2F2	molecular_function
GO:0000978	E2F3	molecular_function
GO:0000978	RELA	molecular_function
GO:0000978	E2F4	molecular_function
GO:0000978	E2F6	molecular_function
GO:0000978	E4F1	molecular_function
GO:0000978	RELB	molecular_function
GO:0000978	E2F5	molecular_function
GO:0000978	LHX3	molecular_function
